name,link,description,rating value,review count,reviews
Social Birdie - Melon & Spun Sugar,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/social-birdie---melon-spun-sugar/ORCL_2659001.html,"This is a Fruity fragrance. Sharing the court with friends makes everything more fun. Embrace the spirit of competition with fragrance notes of melon, lily of the valley, and spun sugar. Top notes: Melon, Strawberry, Fresh Green. Middle notes: Lily of the Valley, Jasmine, Vanilla. Base notes: Spun Sugar, Sandalwood, Amber. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",5.0,8,"[{""datePublished"": ""2025-03-10T20:15:22.000+00:00"", ""reviewBody"": ""Enjoying the scent. One of my favorites, yankee candles has a wide selection"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T18:45:19.000+00:00"", ""reviewBody"": ""I love this one, I got a couple of the new line, and the smell is strong fills a large room nicely and overall it isn't too sweet or like the fake melon smell other candles can sometimes have."", ""ratingValue"": 5}]"
Strawberry Bunny Shortcake,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/strawberry-bunny-shortcake/ORCL_2640802.html,"This is a Sweet & Spicy fragrance. A tempting confection of sweet strawberries layered between fluffy vanilla cake and topped with whipped cream. Top notes: Spun Sugar, Sweet Strawberry, Lychee, Black Raspberry, Blood Orange. Middle notes: Passionfruit, Fluffy Cotton Candy, Pink Pomegranate, Pink Kiwi. Base notes: Whipped Vanilla Malt, White Honey. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",5.0,12,"[{""datePublished"": ""2025-03-11T00:45:17.000+00:00"", ""reviewBody"": ""This candle smells amazing and pairs perfect with the Bunny with Glasses Glass Shade."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T17:00:22.000+00:00"", ""reviewBody"": ""This fragrance is amazing!!! I could smell it before I opened the package. I would definitely order this one again."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T22:59:18.000+00:00"", ""reviewBody"": ""This candle smells just like strawberry  shortcake \ud83c\udf70"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T22:23:59.000+00:00"", ""reviewBody"": ""I bought this today and I can\u2019t get over how good it smells, best smelling scent"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T22:24:07.000+00:00"", ""reviewBody"": ""OMG! If you like a delicious smell of strawberries, strawberry cake and a hint of vanilla strawberry and all things strawberry you will absolutely LOVE this new flavor! I just got my order today and I\u2019m in LOVE! I really hope Yankee Candle keeps this one in their collection forever! I will definitely be getting more of this delicious candle! Perhaps Yankee Candle can also expand this in the home fragrance and car!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T22:24:19.000+00:00"", ""reviewBody"": ""This is the best smelling candle just purchased another one"", ""ratingValue"": 5}]"
Pink Sands™,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/pink-sands/ORCL_1205337.html,"This is a Floral fragrance. Pink Sands™ is the exotic island escape you've always dreamed of. Juicy melon scents are softened by gentle aromas of osmanthus, giving you space to relax and clear your mind. Warm base notes, enriched by a touch of jasmine, complete the sense of paradise. Top notes: Citrus, Melon, Berry. Middle notes: Osmanthus. Base notes: Spicy Vanilla, Musk, Woody Notes. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.8,3246,"[{""datePublished"": ""2025-03-10T16:30:45.000+00:00"", ""reviewBody"": ""Great scent for a \""beach-y\"" reminder. We love having this in our bedroom."", ""ratingValue"": 4}, {""datePublished"": ""2025-02-28T17:00:25.000+00:00"", ""reviewBody"": ""I love this fragrance; one of my favorites.  Very pleasant"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T04:00:19.000+00:00"", ""reviewBody"": ""The scent is signature of the brand that why it\u2019s so amazing"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-27T04:15:12.000+00:00"", ""reviewBody"": ""I like this candle smell not overwhelming. When this candle burns halfway so nice."", ""ratingValue"": 4}, {""datePublished"": ""2025-02-25T07:15:09.000+00:00"", ""reviewBody"": ""This delicious, fruity scent has such a great throw! It's my boyfriend's favorite candle!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-23T17:45:20.000+00:00"", ""reviewBody"": ""The smell so nice and lovely , i liked it in the first time i try it"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-23T03:15:15.000+00:00"", ""reviewBody"": ""It smells amazing  and burns slow. I use in my bedroom but the smell travels throughout my home."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T19:28:03.000+00:00"", ""reviewBody"": ""Okay I hate giving bad reviews but I\u2019ve tried giving this scent a chance and I just can\u2019t. The title is misleading for me- I was expecting tropical- I got soap. We got this as a gift so we will use it but I cannot stand the smell, it\u2019s SO potent. I think it\u2019s the jasmine that throws me off. The candle is so cute too esp with the image and pink color but i just cannot stand the smell. I will say however it\u2019s good for odor elimination, we use it for after cooking."", ""ratingValue"": 3}]"
Lemon Lavender,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/lemon-lavender/ORCL_1073481.html,"This is a Citrus fragrance. The uplifting, zesty scent of lemon combines with soothing lavender aromas to create Lemon Lavender — a refreshing blend that brings a touch of serenity to your space. Herbal notes at the center of the fragrance and hints of spice in the base create a perfect balance of invigoration and relaxation. Top notes: Tangerine, Lemon, Aromatic Lavender. Middle notes: Fruity Notes, Orange, Petitgrain, Eucalyptus. Base notes: Vanilla, Hints of Spice. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,2512,"[{""datePublished"": ""2025-03-09T00:00:17.000+00:00"", ""reviewBody"": ""I love the smell of citrus and I love lavender\u2019s scent!\nThis combo is wonderful!\nFresh clean citrus smell combined with a little sweetness from the lavender hits the mark for me!\nIt is a great combo!\nI have the diffusers and candles in this scent throughout my house, it is just the scent I like nice and refreshing."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-03T03:15:23.000+00:00"", ""reviewBody"": ""Fragrance is wonderful!!!\nI find the mini candles to have less odor."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-21T17:25:56.000+00:00"", ""reviewBody"": ""I'm extremely surprised with this candle. I didn't think lemon and lavender would go so well together but they do. They perfectly balance each other out and the scent isn't overwhelming either. The candle burns nicely and I'm happy with the overall quality of the candle as well."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T19:17:37.000+00:00"", ""reviewBody"": ""Arrived broken; packaging was not very secure. Scent was artificial - not much lavender. Very floral."", ""ratingValue"": 1}, {""datePublished"": ""2025-03-08T19:18:07.000+00:00"", ""reviewBody"": ""This candle gives you the feeling of sitting table side of a small cafe in the summer sipping a lavender lemonade chilled as the warm sun covers you! It\u2019s wonderful! The lemon is dominant but the lavender is there lightly complimenting the lemon scent. While lavender isn\u2019t usually my husbands favorite scent because generally it\u2019s too strong but this was done right! While I would Use this scent mostly in the warm weather I have to say right after the holidays when I was cleaning up the decorations getting the house in order I lit this candle it was perfect! The lemon scent gave the house the clean scent the lavender was light pure and perfect for a \u201cearly spring cleaning \u201c ! I really love this scent and bought another for my daughter and my friend!"", ""ratingValue"": 5}, {""datePublished"": ""2025-01-13T01:45:12.000+00:00"", ""reviewBody"": ""I received this as a Hanukkah gift and I LOVE the way it smells!! It's so fragrant, too."", ""ratingValue"": 5}, {""datePublished"": ""2025-01-12T01:00:13.000+00:00"", ""reviewBody"": ""Mild scent!  Better for people with allergies than the stronger scents."", ""ratingValue"": 4}, {""datePublished"": ""2025-01-08T13:45:13.000+00:00"", ""reviewBody"": ""love this smell been using this candle since forever.  Last forever"", ""ratingValue"": 5}]"
Fresh Cut Roses,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/fresh-cut-roses/ORCL_1038367.html,"This is a Floral fragrance. The fresh, dewy, and intoxicating scent of a lush bouquet of roses. Rounded with apple peel in the top notes and soft powder at the base, this scent invites you to treat yourself to a dozen long-stemmed beauties. Top notes: Fruity Apple Peel, Green Leaf, Citrus. Middle notes: Red Rose, Geranium. Base notes: Soft Powder, Musk. Top note is the initial impression of the fragrance, middle note is the main body of the scent, and base is its final impression.",4.8,3128,"[{""datePublished"": ""2025-03-11T15:01:52.000+00:00"", ""reviewBody"": ""I have always loved the smell of roses! This candle brings me back to smelling roses in my mom\u2019s garden. Such a pleasant calming scent ! Highly recommend it!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-11T02:45:15.000+00:00"", ""reviewBody"": ""Fresh Cut Roses are one of my favorite candle fragrances.  Yankee Candles are the best!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T20:00:17.000+00:00"", ""reviewBody"": ""Love this candle, one of my favorites because of the smell of fresh roses!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-11T11:02:13.000+00:00"", ""reviewBody"": ""This scent is the closest thing to fresh roses.  The large 1 wick candle is the best and the scent really lasts!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T06:00:09.000+00:00"", ""reviewBody"": ""While not in my top 3 it is a very pretty scent and have purchased this many times"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T03:15:12.000+00:00"", ""reviewBody"": ""I'm very happy with Yankee candles the prices are very good and"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T02:30:12.000+00:00"", ""reviewBody"": ""These are my all time favorite. I order them whenever I get a chance."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-10T21:15:45.000+00:00"", ""reviewBody"": ""Amazing scent, my favorite! I love to order this in spring, it's perfect."", ""ratingValue"": 5}]"
Lilac Blossoms,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/lilac-blossoms/ORCL_1006995.html,"This is a Floral fragrance. The heady, alluring scent of just-opened lilac blossoms embodies the essence of spring. This true-to-life bouquet includes notes of dewy greens, bergamot, and moss to round out the fragrance. Top notes: Dewy Greens, Water Lily, Bergamot. Middle notes: Lilac Petals, Hyacinth, Tulip Bulbs. Base notes: Cedarleaf, Vetiver, Moss. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,3311,"[{""datePublished"": ""2025-03-10T16:00:21.000+00:00"", ""reviewBody"": ""Spring is in the air and spring can never come to soon."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T21:15:26.000+00:00"", ""reviewBody"": ""A perennial favorite of mine. Reminds me of times long ago. Eternal springtime."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T06:00:09.000+00:00"", ""reviewBody"": ""One of my top 3 favorites, absolutely love this one"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-10T20:15:22.000+00:00"", ""reviewBody"": ""This scent is gorgeous.  I love the calming lilac fragrance throughout my room."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-06T19:45:24.000+00:00"", ""reviewBody"": ""This smells great!  Love Love Love the scent! Would buy again."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T16:45:58.000+00:00"", ""reviewBody"": ""love this lilac candle..everyone that comes in my home comments how wonderful my house smells"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-02T22:15:15.000+00:00"", ""reviewBody"": ""Have purchased this sent in the past and will continue to purchase it. It consistently smells great!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-01T20:00:24.000+00:00"", ""reviewBody"": ""Great for spring, but all year too. Nice color as well to match with room decorations!"", ""ratingValue"": 5}]"
Vineyard® - Returning Favorite,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/vineyard---returning-favorite/ORCL_1632866.html,"This is a Fruity fragrance. The sweet aroma of plump cabernet, merlot and zinfandel grapes. Top notes: Robust Grapes. Middle notes: Red Fruit Notes. Base notes: Mossy Notes. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.8,1059,"[{""datePublished"": ""2025-03-11T15:01:52.000+00:00"", ""reviewBody"": ""Vineyard is an amazing scent. I love grape and this really does come thru. It is so calming"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-11T13:32:23.000+00:00"", ""reviewBody"": ""This is one of my favorite smells. I love to burn it in the kitchen."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T04:00:11.000+00:00"", ""reviewBody"": ""Not my absolutel favorite scent but still smells refreshing!"", ""ratingValue"": 4}, {""datePublished"": ""2025-03-08T05:00:09.000+00:00"", ""reviewBody"": ""If you love the smell of grapes then this is for you"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-06T20:15:19.000+00:00"", ""reviewBody"": ""LOVE this scent!  Very room filling!  The scent is strong but not overpowering."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-03T22:15:24.000+00:00"", ""reviewBody"": ""This candle smells just like walking through a grape vineyard. The scent travels through my home and get so many compliments from visitors asking where I got this candle from"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T15:56:28.000+00:00"", ""reviewBody"": ""For years I loved Blueberry Scone and Vineyard Yankee candles. Was hopeful this was as good. Unfortunately, these aren't anywhere near as good as Blueberry Scone. The scent is nice, but very faint. I used to purchase in store, until they closed. I just feel like the quality and scent aren't what they were in the past. To me, it's not really worth the cost. I can say that I did get some other scents that met my expectations, so maybe it's a hit or miss. I'm disappointed that these aren't even close to what I hoped."", ""ratingValue"": 3}, {""datePublished"": ""2025-03-06T02:00:13.000+00:00"", ""reviewBody"": ""This is my absolute favorite! Smells fruity and gives a luscious grape scent throughout the house that lingers even after the candle is put out. I stock up to make sure I don't run out. Would love to see it in a smaller size for travel."", ""ratingValue"": 5}]"
Sage & Citrus,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/sage-citrus/ORCL_115471.html,"This is a Citrus fragrance. Sage & Citrus embodies the serenity that comes with feeling refreshed. Aromatic sage blends with zesty lemon scents in a bright burst of freshness, while dried lavender base notes add warmth, creating a sense of balance and setting the vibe for relaxation. Top notes: Herbaceous, Lavender, Citrus. Middle notes: Geranium, Lavender. Base notes: Patchouli, Powdery Notes, Musk, Woody Notes. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,2513,"[{""datePublished"": ""2025-03-10T20:30:23.000+00:00"", ""reviewBody"": ""Great balance with fresh scent for all seasons. Repeat purchase"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T07:04:56.000+00:00"", ""reviewBody"": ""I like this because it has a nice light fragrance. I use it in my kitchen and my bathroom. It gives off a nice relaxing scent. It works well as an air freshener and just to give the house a homey fresh smell."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-10T16:32:37.000+00:00"", ""reviewBody"": ""Hello!\r\nNormally I cannot say enough good about Yankee Candle but the way I received my plug in fragrances (Sage and Citrus) was appalling!  They were stuffed into a package with no padding or attempt to keep from breaking.  They arrived with several of them leaking into the package because of the way they were packed.  Very, very poor!  Normally, they come in a plastic holder made just for these refills.  Not sure what happened this time but I'm VERY unhappy about this shipment because I didn't get the full use of several of the units because they leaked into the packaging."", ""ratingValue"": 1}, {""datePublished"": ""2025-03-06T22:00:18.000+00:00"", ""reviewBody"": ""I think this candle fragrance is alright but not fantastic. I wish it was more citrus than sage is all. Overall, freshens up the room, good quality candle."", ""ratingValue"": 4}, {""datePublished"": ""2025-02-26T06:15:12.000+00:00"", ""reviewBody"": ""Yummy forest smells. Give this one a try for sure. I think you\u2019ll be pleased."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T07:05:18.000+00:00"", ""reviewBody"": ""I love this scent.  It is very refreshing and reminds me of being in a spa."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T07:05:32.000+00:00"", ""reviewBody"": ""Okay, typically I don\u2019t like citrus candles however this?! Incredible. I don\u2019t use this for relaxation I use it specifically for odor elimination after cooking. When I tell you it gets rid of the smell of salmon? Chefs kiss! This is a great candle for that purpose. Burns slowly too and I like the green shade it comes in. Def a repurchase in our home."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-09T07:06:13.000+00:00"", ""reviewBody"": ""This has been my favorite Yankee Candle scent since I first worked for them back in 2000. Always a nice, clean scent."", ""ratingValue"": 5}]"
Clean Cotton®,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/clean-cotton/ORCL_1010728.html,"This is a Fresh & Clean fragrance. A gentle tumble of green notes, white florals, and fresh air accord. This fragrance evokes the nostalgia and comfort of crisp, just-washed cotton linens, hung up to dry on a clothesline under the sun. Top notes: Ozone, Leafy Greens, Bergamot. Middle notes: Lily of the Valley, Rose. Base notes: Vetiver, Cedar, Musk, Woody Notes. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.6,2293,"[{""datePublished"": ""2025-03-11T15:30:28.000+00:00"", ""reviewBody"": ""Very clean and enriching scent that is not too intoxicantly rich"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-10T16:16:17.000+00:00"", ""reviewBody"": ""There is nothing like the smell of fresh clean clothes."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-06T20:45:16.000+00:00"", ""reviewBody"": ""Always love the fresh clean air in the house. Never get tired of it."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:21:57.000+00:00"", ""reviewBody"": ""Beautiful clean fresh scent! One of my favorites for spring"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T17:30:21.000+00:00"", ""reviewBody"": ""Perfect clean scent for the house, lasts super long"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-06T02:45:19.000+00:00"", ""reviewBody"": ""Light scent that travels throughout the home well."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:22:15.000+00:00"", ""reviewBody"": ""Clean cotton is a fresh, clean scent! I use it in my bedroom and bathrooms"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T08:22:17.000+00:00"", ""reviewBody"": ""repeat order...love this fragrance!!!!! love Yankee Candle!!L"", ""ratingValue"": 5}]"
White Gardenia,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/white-gardenia/ORCL_1230624.html,"This is a Floral fragrance. So captivating! The stunning royal beauty of lush white gardenias in full bloom. Top notes: Peach, Berry, Clove. Middle notes: Gardenia, Jasmine, Lily, Freesia. Base notes: Musk, Woody Notes. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.7,1564,"[{""datePublished"": ""2025-03-07T16:30:22.000+00:00"", ""reviewBody"": ""In my last visit to South Carolina, it was virtually impossible to find a candle with the Gardenia scent.  This candle has a very sweet smelling scent that really fills up a room.  Wow, what a great candle!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-10T11:29:37.000+00:00"", ""reviewBody"": ""Favorite flower fragrance made PERFECTLY into a candle, smells like my late father\u2019s windows being open with his gardenia bushes blowing in the breeze. Just a special scent. Strong enough to fill any space."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-05T00:30:22.000+00:00"", ""reviewBody"": ""I love this one!  Smells just like the flower!!  I wish there were more floral choices these days.  So glad to see an old favorite come back!"", ""ratingValue"": 5}, {""datePublished"": ""2025-02-28T18:23:06.000+00:00"", ""reviewBody"": ""Fills the house with Spring, gives great throw. One of my favorite scents."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-28T18:23:08.000+00:00"", ""reviewBody"": ""I smells so wonderfu!! My favorite candle and scent."", ""ratingValue"": 5}, {""datePublished"": ""2025-02-28T18:23:12.000+00:00"", ""reviewBody"": ""The scent is distributed all over -- even large open areas"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-06T13:18:38.000+00:00"", ""reviewBody"": ""To my nose floral scents are better than sweet scents. This is the best of the floral scents."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-04T14:12:01.000+00:00"", ""reviewBody"": ""I love the smell of the white gardenia candle. It never disappoints. Was my Mother's favorite flower and when I burn the candle it reminds me of her."", ""ratingValue"": 5}]"
Cherry Lemonade - Returning Favorite,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/cherry-lemonade---returning-favorite/ORCL_1731733.html,"This is a Fruity fragrance. This cool sparkle of luscious cherries and just-squeezed lemons is the ultimate summer refresher. Top notes: Cherry, Lemon, Pineapple, Mandarin. Middle notes: Aldehydes, Green, Rose, Ozone. Base notes: Cinnamon, Vanilla. Top note is the initial impression of the fragrance, middle note is the main body of the scent and base is its final impression.",4.6,590,"[{""datePublished"": ""2025-03-10T22:00:24.000+00:00"", ""reviewBody"": ""Love this scent. Wish it was year around. It is very potent but smells great."", ""ratingValue"": 5}, {""datePublished"": ""2025-03-10T20:15:22.000+00:00"", ""reviewBody"": ""I love the smell of this candle. It reminds me of summertime. Fresh and fruity. Yankee candles are the best. The burn for hours and smell great!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-08T05:00:09.000+00:00"", ""reviewBody"": ""been one of my favorites for 10+ years, always order more than one so I'm never without one"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T18:42:27.000+00:00"", ""reviewBody"": ""Thank  you for bringing back Cherry Lime Aid  one of my favorite \ud83c\udf52"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T18:33:53.000+00:00"", ""reviewBody"": ""I thought it would have a better scent throw and would have more cherry."", ""ratingValue"": 3}, {""datePublished"": ""2025-03-06T20:00:19.000+00:00"", ""reviewBody"": ""This scent smells amazing! Absolutely love it. Very subtle fruity scent"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-10T01:18:19.000+00:00"", ""reviewBody"": ""I bought this candle when it first came out, several years ago. It was discontinued 2 years ago but now, (Spring 2025), it\u2019s back!! I absolutely love the scent! It has a very sweet yet tart scent at the same time. It\u2019s very distinctive. It fills the whole room with amazing fragrance after just being lit for 10-15 minutes. I bought 2 more as soon as I saw they were back in stock. Love this scent!!"", ""ratingValue"": 5}, {""datePublished"": ""2025-03-07T18:34:34.000+00:00"", ""reviewBody"": ""I smell the lemon.. the cherry smells like a child\u2019s antibiotic this candle is a tunneled and the throw is not great definitely will not repurchase"", ""ratingValue"": 5}]"
